Sample	Batch	site	season	village	commune	district	city	elevation_m	trapping.method	trip	month	genus	subgenus	species	genus_species	sex	blood_meal	number	old_eppendorf	old_box	new_eppendorf	new_box	Location	datetime_setup	datetime_collect	lat	long	id	latlong_provided	seq_priority	LibPool_prep_by.x	LibPool_seq_date	Lib_Kit	LibPool_V_in_5ul_by_Qubit	LibPool_V_in_5ul_by_Bioanalyzer	LibPool_V_in_5ul_by_qPCR	LibPool_V_in_5ul_chosen	LibPool_final_C_in_5_ul	Run_CD	Run_PF	Run_EY	Demultiplexed_and_trimmed	NTC	LibPool	LibPool_prep_by.y
F1239	13.2	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Culex	Oculeomyia	bitaeniorhynchus	Culex bitaeniorhynchus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-07 14:23:00	2019-10-08 14:25:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1239	masked, available in supplementary info or upon request	high	Artem	2021-06-14	NEBNext	2.93	4.44	4.6	3	0.8	152.309067	87.55322	18.6703625	1	0	15	Artem
F1240	13.2	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Culex	Oculeomyia	bitaeniorhynchus	Culex bitaeniorhynchus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-07 14:23:00	2019-10-08 14:25:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1240	masked, available in supplementary info or upon request	high	Artem	2021-06-12	NEBNext	4.49	6.17	4.3	4.3	4	205.76004	88.3366852	25.44336	1	0	13	Artem
F1241	13.2	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Culex	Oculeomyia	bitaeniorhynchus	Culex bitaeniorhynchus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-07 14:23:00	2019-10-08 14:25:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1241	masked, available in supplementary info or upon request	high	Artem	2021-06-14	NEBNext	2.93	4.44	4.6	3	0.8	152.309067	87.55322	18.6703625	1	0	15	Artem
F1242	13.2	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Culex	Oculeomyia	bitaeniorhynchus	Culex bitaeniorhynchus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-08 08:20:00	2019-10-09 08:45:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1242	masked, available in supplementary info or upon request	high	Artem	2021-06-12	NEBNext	4.49	6.17	4.3	4.3	4	205.76004	88.3366852	25.44336	1	0	13	Artem
F1243	13.2	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Culex	Oculeomyia	bitaeniorhynchus	Culex bitaeniorhynchus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-08 08:20:00	2019-10-09 08:45:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1243	masked, available in supplementary info or upon request	high	Artem	2021-06-12	NEBNext	4.49	6.17	4.3	4.3	4	205.76004	88.3366852	25.44336	1	0	13	Artem
F1244	13.2	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Culex	Oculeomyia	bitaeniorhynchus	Culex bitaeniorhynchus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-08 08:20:00	2019-10-09 08:45:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1244	masked, available in supplementary info or upon request	high	Artem	2021-06-12	NEBNext	4.49	6.17	4.3	4.3	4	205.76004	88.3366852	25.44336	1	0	13	Artem
F1245	13.2	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Culex	Oculeomyia	bitaeniorhynchus	Culex bitaeniorhynchus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-10 10:52:00	2019-10-11 10:55:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1245	masked, available in supplementary info or upon request	high	Artem	2021-06-12	NEBNext	4.49	6.17	4.3	4.3	4	205.76004	88.3366852	25.44336	1	0	13	Artem
F1258	13.2	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Culex	Culex	gelidus	Culex gelidus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-07 14:23:00	2019-10-08 14:25:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1258	masked, available in supplementary info or upon request	high	Artem	2021-06-14	NEBNext	2.93	4.44	4.6	3	0.8	152.309067	87.55322	18.6703625	1	0	15	Artem
F1259	13.2	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Culex	Culex	gelidus	Culex gelidus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-07 14:23:00	2019-10-08 14:25:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1259	masked, available in supplementary info or upon request	high	Artem	2021-06-13	NEBNext	3.52	4.19	3.6	3.6	2	192.123871	87.2039642	23.4329929	1	0	14	Artem
F1261	13.2	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Culex	Culex	gelidus	Culex gelidus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-07 14:23:00	2019-10-08 14:25:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1261	masked, available in supplementary info or upon request	high	Artem	2021-06-14	NEBNext	2.93	4.44	4.6	3	0.8	152.309067	87.55322	18.6703625	1	0	15	Artem
F1262	14.1	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Culex	Culex	gelidus	Culex gelidus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-07 14:23:00	2019-10-08 14:25:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1262	masked, available in supplementary info or upon request	high	Artem	2021-06-13	NEBNext	3.52	4.19	3.6	3.6	2	192.123871	87.2039642	23.4329929	1	0	14	Artem
F1264	14.1	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Culex	Culex	gelidus	Culex gelidus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-07 14:23:00	2019-10-08 14:25:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1264	masked, available in supplementary info or upon request	high	Artem	2021-06-13	NEBNext	3.52	4.19	3.6	3.6	2	192.123871	87.2039642	23.4329929	1	0	14	Artem
F1266	14.1	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Culex	Culex	gelidus	Culex gelidus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-07 14:45:00	2019-10-08 14:40:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1266	masked, available in supplementary info or upon request	high	Artem	2021-06-14	NEBNext	2.93	4.44	4.6	3	0.8	152.309067	87.55322	18.6703625	1	0	15	Artem
F1267	14.1	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Culex	Culex	gelidus	Culex gelidus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-07 14:45:00	2019-10-08 14:40:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1267	masked, available in supplementary info or upon request	high	Artem	2021-06-14	NEBNext	2.93	4.44	4.6	3	0.8	152.309067	87.55322	18.6703625	1	0	15	Artem
F1268	14.1	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Culex	Culex	gelidus	Culex gelidus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-07 14:45:00	2019-10-08 14:40:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1268	masked, available in supplementary info or upon request	high	Artem	2021-06-14	NEBNext	2.93	4.44	4.6	3	0.8	152.309067	87.55322	18.6703625	1	0	15	Artem
F1269	14.1	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Culex	Culex	gelidus	Culex gelidus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-08 14:23:00	2019-10-09 14:20:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1269	masked, available in supplementary info or upon request	high	Artem	2021-06-13	NEBNext	3.52	4.19	3.6	3.6	2	192.123871	87.2039642	23.4329929	1	0	14	Artem
F1270	14.1	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Culex	Culex	gelidus	Culex gelidus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-08 14:23:00	2019-10-09 14:20:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1270	masked, available in supplementary info or upon request	high	Artem	2021-06-12	NEBNext	4.49	6.17	4.3	4.3	4	205.76004	88.3366852	25.44336	1	0	13	Artem
F1271	14.1	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Culex	Culex	gelidus	Culex gelidus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-08 14:23:00	2019-10-09 14:20:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1271	masked, available in supplementary info or upon request	high	Artem	2021-06-13	NEBNext	3.52	4.19	3.6	3.6	2	192.123871	87.2039642	23.4329929	1	0	14	Artem
F1272	14.1	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Culex	Culex	gelidus	Culex gelidus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-08 14:23:00	2019-10-09 14:20:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1272	masked, available in supplementary info or upon request	high	Artem	2021-06-13	NEBNext	3.52	4.19	3.6	3.6	2	192.123871	87.2039642	23.4329929	1	0	14	Artem
F1287	14.1	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Culex	Culex	quinquefasciatus	Culex quinquefasciatus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-07 14:45:00	2019-10-08 14:40:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1287	masked, available in supplementary info or upon request	high	Artem	2021-06-12	NEBNext	4.49	6.17	4.3	4.3	4	205.76004	88.3366852	25.44336	1	0	13	Artem
F1288	14.1	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Culex	Culex	quinquefasciatus	Culex quinquefasciatus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-09 08:45:00	2019-10-10 08:47:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1288	masked, available in supplementary info or upon request	high	Artem	2021-06-13	NEBNext	3.52	4.19	3.6	3.6	2	192.123871	87.2039642	23.4329929	1	0	14	Artem
F1304	14.1	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Culex	Oculeomyia	sinensis	Culex sinensis	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-07 14:23:00	2019-10-08 14:25:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1304	masked, available in supplementary info or upon request	high	Artem	2021-06-13	NEBNext	3.52	4.19	3.6	3.6	2	192.123871	87.2039642	23.4329929	1	0	14	Artem
F1305	14.1	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Culex	Oculeomyia	sinensis	Culex sinensis	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-07 14:23:00	2019-10-08 14:25:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1305	masked, available in supplementary info or upon request	high	Artem	2021-06-13	NEBNext	3.52	4.19	3.6	3.6	2	192.123871	87.2039642	23.4329929	1	0	14	Artem
F1306	14.1	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Culex	Oculeomyia	sinensis	Culex sinensis	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-07 14:23:00	2019-10-08 14:25:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1306	masked, available in supplementary info or upon request	high	Artem	2021-06-13	NEBNext	3.52	4.19	3.6	3.6	2	192.123871	87.2039642	23.4329929	1	0	14	Artem
F1307	14.1	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Culex	Oculeomyia	sinensis	Culex sinensis	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-07 14:23:00	2019-10-08 14:25:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1307	masked, available in supplementary info or upon request	high	Artem	2021-06-14	NEBNext	2.93	4.44	4.6	3	0.8	152.309067	87.55322	18.6703625	1	0	15	Artem
F1308	14.2	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Culex	Oculeomyia	sinensis	Culex sinensis	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-07 14:23:00	2019-10-08 14:25:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1308	masked, available in supplementary info or upon request	high	Artem	2021-06-13	NEBNext	3.52	4.19	3.6	3.6	2	192.123871	87.2039642	23.4329929	1	0	14	Artem
F1310	14.2	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Culex	Oculeomyia	sinensis	Culex sinensis	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-07 14:23:00	2019-10-08 14:25:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1310	masked, available in supplementary info or upon request	high	Artem	2021-06-14	NEBNext	2.93	4.44	4.6	3	0.8	152.309067	87.55322	18.6703625	1	0	15	Artem
F1311	14.2	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Culex	Oculeomyia	sinensis	Culex sinensis	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-07 14:23:00	2019-10-08 14:25:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1311	masked, available in supplementary info or upon request	high	Artem	2021-06-13	NEBNext	3.52	4.19	3.6	3.6	2	192.123871	87.2039642	23.4329929	1	0	14	Artem
F1312	14.2	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Culex	Oculeomyia	sinensis	Culex sinensis	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-07 14:23:00	2019-10-08 14:25:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1312	masked, available in supplementary info or upon request	high	Artem	2021-06-14	NEBNext	2.93	4.44	4.6	3	0.8	152.309067	87.55322	18.6703625	1	0	15	Artem
F1314	14.2	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Culex	Oculeomyia	sinensis	Culex sinensis	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-07 14:23:00	2019-10-08 14:25:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1314	masked, available in supplementary info or upon request	high	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA
F1315	14.2	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Culex	Oculeomyia	sinensis	Culex sinensis	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-07 14:23:00	2019-10-08 14:25:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1315	masked, available in supplementary info or upon request	high	Artem	2021-06-13	NEBNext	3.52	4.19	3.6	3.6	2	192.123871	87.2039642	23.4329929	1	0	14	Artem
F1316	14.2	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Culex	Oculeomyia	sinensis	Culex sinensis	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-07 14:23:00	2019-10-08 14:25:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1316	masked, available in supplementary info or upon request	high	Artem	2021-06-13	NEBNext	3.52	4.19	3.6	3.6	2	192.123871	87.2039642	23.4329929	1	0	14	Artem
F1317	14.2	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Culex	Oculeomyia	sinensis	Culex sinensis	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-07 14:23:00	2019-10-08 14:25:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1317	masked, available in supplementary info or upon request	high	Artem	2021-06-12	NEBNext	4.49	6.17	4.3	4.3	4	205.76004	88.3366852	25.44336	1	0	13	Artem
F1318	14.2	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Culex	Oculeomyia	sinensis	Culex sinensis	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-07 14:23:00	2019-10-08 14:25:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1318	masked, available in supplementary info or upon request	high	Artem	2021-06-14	NEBNext	2.93	4.44	4.6	3	0.8	152.309067	87.55322	18.6703625	1	0	15	Artem
F1319	14.2	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Culex	Culex	vishnui.g	Culex vishnui.g	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-10 10:25:00	2019-10-11 10:35:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1319	masked, available in supplementary info or upon request	high	Artem	2021-06-14	NEBNext	2.93	4.44	4.6	3	0.8	152.309067	87.55322	18.6703625	1	0	15	Artem
F1320	14.2	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Culex	Culex	vishnui.g	Culex vishnui.g	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-10 10:25:00	2019-10-11 10:35:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1320	masked, available in supplementary info or upon request	high	Artem	2021-06-13	NEBNext	3.52	4.19	3.6	3.6	2	192.123871	87.2039642	23.4329929	1	0	14	Artem
