sample_id	err_fmtime	err_fname	total_num_of_PE_reads	num_qualtrim_kept_PE_reads	prop_qualtrim_kept_PE_reads	for_only_surv	rev_only_surv	dropped
F1562	2021-10-05 20:07:31	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_408.err	5771934	5686898	0.985267329806612	40080	2183	255
F1563	2021-10-05 20:13:07	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_409.err	15362036	15274266	0.994286564619429	38001	5284	600
F1042	2021-10-05 19:51:26	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_40.err	14191364	14043034	0.989547868689719	64454	8919	792
F1568	2021-10-05 20:12:39	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_410.err	15326796	15229588	0.993657643776299	36273	7783	4548
F1569	2021-10-05 20:06:26	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_411.err	1794118	1681850	0.937424405752576	53322	2522	290
F1570	2021-10-05 20:09:24	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_412.err	8936304	8879140	0.99360317196013	22594	3998	1990
F1571	2021-10-05 20:06:55	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_413.err	2451976	2251234	0.918130520037717	95834	4118	419
F1572	2021-10-05 20:09:44	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_414.err	9366428	9259096	0.988540775629728	49163	3705	798
F1573	2021-10-05 20:08:39	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_415.err	7624372	7579068	0.994058002416461	19096	3162	394
F1574	2021-10-05 20:08:18	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_416.err	7414518	7376686	0.994897577967981	15454	3091	371
F1575	2021-10-05 20:10:54	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_417.err	11017308	10906838	0.989973049677834	50780	3670	785
F1576	2021-10-05 20:09:17	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_418.err	4796746	4569390	0.952602034796089	108267	4948	463
F1577	2021-10-05 20:08:28	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_419.err	6405296	6364464	0.993625275084867	18024	2159	233
F1043	2021-10-05 19:49:37	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_41.err	5543202	5500770	0.992345218521714	18377	2439	400
F1578	2021-10-05 20:11:10	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_420.err	11089446	11003738	0.992271209941416	36694	5371	789
F1579	2021-10-05 20:08:21	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_421.err	6634466	6606958	0.995853773310467	10973	2503	278
F1580	2021-10-05 20:11:09	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_422.err	11827608	11768228	0.994979542778219	24929	4278	483
F1581	2021-10-05 20:10:38	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_423.err	10303962	10261990	0.995926615412596	16322	4040	624
F1582	2021-10-05 20:11:17	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_424.err	13472286	13309688	0.987930927238332	76599	3862	838
F1583	2021-10-05 20:09:54	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_425.err	10314948	10217566	0.99055913805867	41052	5771	1868
F1584	2021-10-05 20:09:23	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_426.err	7959640	7885304	0.99066088416059	34378	2273	517
F1585	2021-10-05 20:09:04	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_427.err	9527980	9479840	0.994947512484283	19427	3859	784
F1586	2021-10-05 20:11:20	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_428.err	11643266	11564844	0.993264604622105	34653	4012	546
F1588	2021-10-05 20:10:07	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_429.err	9281842	9195512	0.990699044435361	38075	4203	887
F1044	2021-10-05 19:49:38	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_42.err	5563006	5520584	0.992374266718389	18591	2285	335
F1589	2021-10-05 20:10:21	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_430.err	10083916	10012946	0.992962059580822	27867	5639	1979
F1590	2021-10-05 20:12:57	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_431.err	13116052	13037628	0.994020761735315	32764	5606	842
F1591	2021-10-05 20:12:00	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_432.err	10634036	10570268	0.994003405668365	26983	4254	647
F1592	2021-10-05 20:13:29	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_433.err	14439828	14378270	0.995736929830466	24210	5858	711
F1594	2021-10-05 20:12:32	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_434.err	10748638	10667610	0.99246155652465	35215	4630	669
F1595	2021-10-05 20:16:08	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_435.err	18846448	18665554	0.990401692669091	81778	7293	1376
F1596	2021-10-05 20:14:07	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_436.err	15735958	15640728	0.993948255327067	40105	6613	897
F1597	2021-10-05 20:13:09	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_437.err	12963460	12896224	0.994813421725373	27742	5282	594
F1598	2021-10-05 20:12:42	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_438.err	11205148	11156878	0.995692158639939	20276	3524	335
F1599	2021-10-05 20:11:23	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_439.err	10288520	10231642	0.994471702441167	23941	4089	409
F1045	2021-10-05 19:52:07	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_43.err	9733376	9631204	0.989502922726914	44081	6431	574
F1600	2021-10-05 20:11:25	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_440.err	9131086	9085148	0.994969054064325	18947	3604	418
F1601	2021-10-05 20:13:44	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_441.err	12103878	12007776	0.992060230613693	42038	5297	716
F1602	2021-10-05 20:11:57	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_442.err	10724444	10663242	0.994293223965737	25343	4674	584
F1603	2021-10-05 20:13:27	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_443.err	12832410	12773330	0.995396032389863	23062	5782	696
F1604	2021-10-05 20:11:36	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_444.err	8890654	8815698	0.99156912416117	32492	4546	440
F1605	2021-10-05 20:09:02	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_445.err	3747040	3720142	0.992821533797344	11702	1595	152
F1606	2021-10-05 20:12:58	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_446.err	12122490	12039588	0.993161305969318	35140	5738	573
F1607	2021-10-05 20:10:47	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_447.err	6052898	6008098	0.992598586660472	19401	2644	355
F1608	2021-10-05 20:12:59	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_448.err	10328222	10273994	0.994749531913625	23495	3238	381
F1609	2021-10-05 20:12:30	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_449.err	10305564	10232464	0.992906744356738	31056	4985	509
F1046	2021-10-05 19:51:27	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_44.err	8646958	8551126	0.988917258531844	41482	5884	550
F1610	2021-10-05 20:13:04	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_450.err	11308114	11046884	0.97689888870947	125645	4098	872
F1611	2021-10-05 20:14:47	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_451.err	13088596	12994388	0.992802283759083	40705	5622	777
F1612	2021-10-05 20:14:20	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_452.err	14443320	14330262	0.99217229833584	49052	6689	788
F1613	2021-10-05 20:12:23	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_453.err	10390304	10298492	0.991163684912395	40209	5112	585
F1615	2021-10-05 20:11:55	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_454.err	9193974	9149144	0.995123980120022	18625	3539	251
F1616	2021-10-05 20:13:51	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_455.err	10398264	10317360	0.992219470480842	35592	4296	564
F1617	2021-10-05 20:13:08	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_456.err	9667150	9588438	0.991857786421024	34759	4146	451
F1618	2021-10-05 20:09:41	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_457.err	1746064	1670428	0.956682000201596	35954	1653	211
F1619	2021-10-05 20:10:37	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_458.err	2535948	2434460	0.959980251961002	48187	2292	265
F1620	2021-10-05 20:09:41	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_459.err	1622470	1574044	0.970152914999969	22703	1366	144
F1047	2021-10-05 19:50:12	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_45.err	6421004	6355144	0.989743037070215	28076	4484	370
F1621	2021-10-05 20:18:39	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_460.err	20195862	19878952	0.984308171644271	149403	7943	1109
F1622	2021-10-05 20:09:56	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_461.err	1717340	1648044	0.959649224964189	33034	1450	164
F1623	2021-10-05 20:08:50	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_462.err	304588	293608	0.963951304713252	5172	291	27
F1625	2021-10-05 20:12:49	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_463.err	8228692	8164706	0.992224037550561	27698	3907	388
F1626	2021-10-05 20:14:28	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_464.err	11315208	11230788	0.992539244528249	36081	5536	593
F1627	2021-10-05 20:15:17	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_465.err	10847552	10724648	0.988669886071991	56454	4183	815
F1628	2021-10-05 20:12:48	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_466.err	10167334	10095978	0.992981837716751	30996	4329	353
F1630	2021-10-05 20:14:07	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_467.err	9223284	9154164	0.992505923053004	30479	3615	466
F1633	2021-10-05 20:12:50	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_468.err	7716148	7668848	0.993869998346325	20568	2782	300
F1640	2021-10-05 20:21:40	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_469.err	24709626	24596882	0.995437243768886	46095	9371	906
F1048	2021-10-05 19:50:35	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_46.err	7659374	7616604	0.99441599274301	17402	3642	341
F1646	2021-10-05 20:22:53	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_470.err	25924160	25733450	0.992643541777246	78162	15411	1782
PBS10a	2021-10-05 20:09:30	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_471.err	855710	849658	0.992927510488366	2536	463	27
PBS11a	2021-10-05 20:09:04	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_472.err	15106	14812	0.980537534754402	123	19	5
PBS12a	2021-10-05 20:09:12	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_473.err	224248	222582	0.992570725268453	721	100	12
PBS13a	2021-10-05 20:09:18	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_474.err	518924	146876	0.283039520238031	185834	63	127
PBS13b	2021-10-05 20:10:05	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_475.err	2754914	821952	0.298358496853259	965742	245	494
PBS14a	2021-10-05 20:09:24	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_476.err	735482	210520	0.286234061472613	262209	80	192
PBS14b	2021-10-05 20:09:22	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_477.err	691428	198096	0.286502716117947	246401	91	174
PBS15a	2021-10-05 20:09:22	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_478.err	546952	149466	0.273270780616946	198510	69	164
PBS15b	2021-10-05 20:11:30	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_479.err	4202390	4178104	0.994220907626374	10593	1430	120
F1049	2021-10-05 19:51:17	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_47.err	8767838	8705940	0.992940334892137	26720	3667	562
PBS16a	2021-10-05 20:11:13	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_480.err	3961570	3938338	0.994135658337477	10299	1205	112
PBS16b	2021-10-05 20:15:54	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_481.err	12180456	12113264	0.994483621959638	29339	3931	326
PBS18a	2021-10-05 20:14:02	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_482.err	9628644	9564454	0.993333433035846	28256	3466	373
PBS1a	2021-10-05 20:14:44	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_483.err	9531844	9450474	0.99146335168725	31236	5232	4217
PBS1b	2021-10-05 20:13:51	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_484.err	9062040	8853772	0.977017536890148	22487	27288	54359
PBS1c	2021-10-05 20:13:14	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_485.err	6937944	6813470	0.982058950029	15712	20277	26248
PBS2a	2021-10-05 20:16:28	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_486.err	12556018	12343470	0.983072021718988	97247	4042	4985
PBS4a	2021-10-05 20:11:33	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_487.err	4332020	4290580	0.990434023850305	19245	1312	163
PBS4b	2021-10-05 20:10:37	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_488.err	2016202	1990050	0.987029077443629	12350	637	89
PBS5a	2021-10-05 20:11:34	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_489.err	3572310	3514812	0.983904532361413	27210	1377	162
F1050	2021-10-05 19:50:25	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_48.err	7412100	7291518	0.983731735945279	57020	2873	398
PBS5b	2021-10-05 20:10:32	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_490.err	1790390	1750874	0.977928831148521	18980	678	100
PBS6a	2021-10-05 20:10:29	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_491.err	1636148	1616582	0.988041424125446	8685	1011	87
PBS6b	2021-10-05 20:10:53	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_492.err	2318652	2287380	0.986512853157783	13937	1524	175
PBS7a	2021-10-05 20:09:54	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_493.err	658570	655192	0.994870704708687	1355	308	26
PBS7b	2021-10-05 20:09:50	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_494.err	555200	552244	0.994675792507205	1227	227	24
PBS8a	2021-10-05 20:09:49	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_495.err	348262	345602	0.992362072232974	1151	158	21
PBS8b	2021-10-05 20:09:52	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_496.err	373948	370634	0.991137805256346	1444	191	22
PBS9b	2021-10-05 20:09:48	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_497.err	245358	85096	0.346823824778487	80001	49	81
F1051	2021-10-05 19:49:51	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_49.err	6078176	6044430	0.994448005454268	14757	1886	230
F1004	2021-10-05 19:52:47	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_4.err	10613912	10499140	0.989186644848761	50030	6689	667
F1052	2021-10-05 19:51:05	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_50.err	8359618	8310518	0.994126525877139	21634	2617	299
F1054	2021-10-05 19:55:23	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_51.err	16299146	16206064	0.994289148646193	38229	7369	943
F1055	2021-10-05 19:49:54	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_52.err	6767778	6737224	0.995485372008361	12125	2843	309
F1056	2021-10-05 19:53:05	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_53.err	12442578	12383422	0.995245679794011	23622	5337	619
F1057	2021-10-05 19:50:21	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_54.err	6972830	6918080	0.992148094819464	23941	3040	394
F1058	2021-10-05 19:52:19	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_55.err	14537266	14428646	0.992528168639138	39948	8243	6119
F1059	2021-10-05 19:50:17	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_56.err	12529222	3646100	0.291007693853617	4419881	6703	14977
F1060	2021-10-05 19:51:09	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_57.err	9423254	9292570	0.986131754487356	50091	14602	649
F1061	2021-10-05 19:52:31	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_58.err	12251714	12159078	0.992438935482823	38157	5363	2798
F1062	2021-10-05 19:49:19	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_59.err	8740018	2673334	0.30587282543354	3020606	3696	9040
F1005	2021-10-05 19:52:59	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_5.err	11435858	11350982	0.99257808202935	34860	4949	2629
F1063	2021-10-05 19:50:42	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_60.err	8027600	7937616	0.988790672180976	41795	2574	623
F1064	2021-10-05 19:49:00	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_61.err	9250344	9211774	0.995830425333371	16882	2279	124
F1065	2021-10-05 19:48:34	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_62.err	6254856	6185034	0.988837153085539	32504	2120	287
F1066	2021-10-05 19:48:14	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_63.err	3271066	3234036	0.988679531382124	16326	2029	160
F1067	2021-10-05 19:50:20	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_64.err	7068504	6988392	0.988666342977241	32720	6948	388
F1068	2021-10-05 19:49:12	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_65.err	9351642	9296110	0.994061791501428	24827	2698	241
F1069	2021-10-05 19:52:12	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_66.err	9707472	9625510	0.991556813143525	36376	4001	604
F1070	2021-10-05 19:50:57	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_67.err	9370480	9303792	0.992883182078186	27722	3977	1645
F1071	2021-10-05 19:49:20	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_68.err	8448304	2456468	0.290764631575758	2983936	3420	8562
F1073	2021-10-05 19:49:29	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_69.err	8203214	8155818	0.99422226459044	21557	1985	156
F1006	2021-10-05 19:53:37	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_6.err	14637284	14489092	0.989875717380356	63950	9351	795
F1074	2021-10-05 19:47:45	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_70.err	3912328	1092532	0.279253682206604	1408523	434	941
F1075	2021-10-05 19:51:45	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_71.err	9353206	9291614	0.993414878278101	25584	3614	1598
F1076	2021-10-05 19:51:28	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_72.err	8828960	8776532	0.994061814755079	23072	2797	345
F1078	2021-10-05 19:48:31	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_73.err	4831344	4775444	0.988429720591206	24711	3008	231
F1079	2021-10-05 19:52:22	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_74.err	11065534	10965988	0.991003958778673	45381	3646	746
F1080	2021-10-05 19:49:54	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_75.err	6515322	6434004	0.98751895915505	32669	7678	312
F1081	2021-10-05 19:48:43	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_76.err	6847278	1979354	0.289071657379765	2425891	2281	5790
F1082	2021-10-05 19:50:44	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_77.err	9291054	9209050	0.991173875428988	36397	4275	330
F1083	2021-10-05 19:51:38	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_78.err	9616910	9522616	0.990194979468457	43544	2970	633
F1084	2021-10-05 19:51:08	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_79.err	8823806	8768366	0.993716996951202	22860	4452	408
F1007	2021-10-05 19:52:45	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_7.err	11512080	11425918	0.992515514138192	37718	4650	713
F1085	2021-10-05 19:53:26	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_80.err	12595200	12386552	0.983434324186992	97876	5419	1029
F1086	2021-10-05 19:52:31	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_81.err	10814536	10646710	0.984481442384583	78992	4332	589
F1087	2021-10-05 19:51:37	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_82.err	10346782	10178754	0.983760361434115	79123	4265	626
F1088	2021-10-05 19:48:07	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_83.err	3946952	3921828	0.993634581824152	11413	1069	80
F1089	2021-10-05 19:49:32	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_84.err	7829812	7779138	0.993528069384041	22244	2892	201
F1090	2021-10-05 19:49:33	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_85.err	6927206	6824264	0.985139463154409	48390	2718	363
F1091	2021-10-05 19:47:57	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_86.err	5783792	5757362	0.995430333594292	10788	2221	206
F1092	2021-10-05 19:48:50	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_87.err	8595668	8525634	0.991852407515041	31990	2690	337
F1093	2021-10-05 19:48:27	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_88.err	7741390	7691702	0.993581514430871	21710	2878	256
F1096	2021-10-05 19:50:49	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_89.err	9456048	9398808	0.993946731234867	24565	3613	442
F1008	2021-10-05 19:50:58	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_8.err	7656916	7570608	0.988728098884721	37834	4834	486
F1097	2021-10-05 19:49:59	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_90.err	7691668	7572704	0.984533393797028	55770	3290	422
F1098	2021-10-05 19:52:22	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_91.err	11061544	10983232	0.992920337341695	33424	4995	737
F1102	2021-10-05 19:52:57	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_92.err	12654958	12513898	0.988853380627577	65347	4333	850
F1103	2021-10-05 19:52:34	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_93.err	18540522	18433262	0.99421483386498	44200	8653	777
F1104	2021-10-05 19:55:50	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_94.err	19264230	19167500	0.994978776727645	39228	8453	684
F1105	2021-10-05 19:53:19	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_95.err	16519276	16448460	0.995713129316321	28848	6036	524
F1106	2021-10-05 19:52:45	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_96.err	13723066	13627358	0.993025756780591	40035	7077	742
F1107	2021-10-05 19:55:11	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_97.err	20900718	20744090	0.992506094766696	65436	11606	1272
F1108	2021-10-05 19:55:36	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_98.err	21011748	20878072	0.993638035255325	56864	9002	972
F1109	2021-10-05 19:54:09	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_99.err	21577306	21460536	0.994588295684364	51114	6519	752
F1009	2021-10-05 19:54:56	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_9.err	14562482	14390748	0.988207092719497	75182	6846	3839
