sample_id	err_fmtime	err_fname	total_num_of_PE_reads	num_qualtrim_kept_PE_reads	prop_qualtrim_kept_PE_reads	for_only_surv	rev_only_surv	dropped
F1206	2021-10-05 19:59:20	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_148.err	14665274	14593022	0.995073259456318	30788	4900	438
F1209	2021-10-05 20:02:02	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_149.err	18724408	18587138	0.992668927103063	57993	9670	972
F1014	2021-10-05 19:51:47	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_14.err	8938674	8846766	0.989717938029735	39627	5741	586
F1210	2021-10-05 19:55:08	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_150.err	10869066	10775724	0.991412141576838	41286	4858	527
F1211	2021-10-05 19:54:51	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_151.err	15097258	15002230	0.993705611972717	40986	6003	525
F1212	2021-10-05 19:54:05	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_152.err	6369006	6263080	0.983368519357652	49239	3298	426
F1213	2021-10-05 19:57:11	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_153.err	18518486	18415888	0.99445969827123	44314	6449	536
F1215	2021-10-05 19:56:51	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_154.err	24380074	24245762	0.994490910897153	56614	9696	846
F1216	2021-10-05 19:55:54	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_155.err	16342976	4662802	0.285309236212548	5791640	14651	33796
F1217	2021-10-05 19:54:41	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_156.err	8975752	8890776	0.990532715253273	37047	5029	412
F1219	2021-10-05 19:56:55	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_157.err	10640004	10462102	0.983279893503799	84407	3965	579
F1220	2021-10-05 19:57:19	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_158.err	24201630	24051322	0.993789343940883	65573	8723	858
F1221	2021-10-05 19:53:59	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_159.err	9380762	9320490	0.993574935596916	26120	3652	364
F1015	2021-10-05 19:53:08	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_15.err	12701706	12581618	0.990545521995234	47731	7907	4406
F1222	2021-10-05 19:54:06	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_160.err	9882538	9828582	0.994540268906631	23025	3635	318
F1224	2021-10-05 19:59:48	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_161.err	15105674	15018230	0.99421118183803	37801	5325	596
F1225	2021-10-05 19:56:20	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_162.err	8719670	8586448	0.984721669512722	63130	3103	378
F1226	2021-10-05 19:57:23	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_163.err	9859916	9774272	0.991313921944163	39327	3064	431
F1227	2021-10-05 19:54:49	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_164.err	7556212	7508882	0.993736279500893	21320	2156	189
F1228	2021-10-05 19:55:41	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_165.err	9436196	9376036	0.993624549553655	26968	2881	231
F1229	2021-10-05 19:55:08	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_166.err	10693794	10605798	0.991771302121586	37732	5854	412
F1230	2021-10-05 19:55:23	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_167.err	11149898	11050854	0.991117048783765	42599	6507	416
F1231	2021-10-05 19:54:28	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_168.err	8654660	8587002	0.99218247741679	27086	6483	260
F1232	2021-10-05 19:54:37	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_169.err	9476688	9416514	0.993650313274005	23465	5985	637
F1016	2021-10-05 19:51:06	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_16.err	8037050	7917742	0.985155249749597	56471	2863	320
F1234	2021-10-05 19:54:34	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_170.err	11339620	3174148	0.279916610962272	4077575	1485	3676
F1235	2021-10-05 19:54:41	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_171.err	10933996	3072060	0.280964068397318	3921571	2737	6660
F1236	2021-10-05 19:55:33	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_172.err	9473388	9427690	0.995176171397181	18556	3999	294
F1237	2021-10-05 19:54:52	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_173.err	10409680	10330848	0.992427048670084	34574	4526	316
F1238	2021-10-05 19:56:45	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_174.err	11681640	11581584	0.991434764296794	39318	10269	441
F1239	2021-10-05 19:54:51	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_175.err	10449462	2968316	0.284064002529508	3724419	4782	11372
F1240	2021-10-05 19:55:50	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_176.err	8488330	8426734	0.992743448946966	27800	2773	225
F1241	2021-10-05 19:53:31	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_177.err	3982716	1156816	0.290459073657273	1410651	688	1611
F1242	2021-10-05 19:54:25	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_178.err	5701764	5664334	0.993435364915139	16758	1791	166
F1243	2021-10-05 19:54:33	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_179.err	5503116	5468188	0.993653050380911	15297	2040	127
F1017	2021-10-05 19:52:09	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_17.err	9410594	8961060	0.9522310706423	217517	5774	1476
F1244	2021-10-05 19:55:17	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_180.err	8306920	8267042	0.99519942409461	17012	2732	195
F1245	2021-10-05 19:55:23	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_181.err	8532544	8472960	0.993016854059	27028	2541	223
F1246	2021-10-05 19:59:45	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_182.err	17998512	17876280	0.993208771925146	50618	9441	1057
F1247	2021-10-05 20:00:43	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_183.err	20845078	20666438	0.991430111223379	80810	7428	1082
F1249	2021-10-05 20:01:22	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_184.err	17113338	17021620	0.994640554636389	39695	5634	530
F1250	2021-10-05 20:02:46	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_185.err	20814910	20653308	0.992236238350298	73351	6413	1037
F1253	2021-10-05 19:58:16	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_186.err	16730996	16650256	0.995174226328188	34913	4997	460
F1258	2021-10-05 19:56:22	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_187.err	12598240	3547578	0.281593143169205	4517036	2416	5879
F1259	2021-10-05 19:56:16	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_188.err	7157528	7062992	0.986792087994626	43746	3076	446
F1260	2021-10-05 19:56:38	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_189.err	7355592	7281178	0.989883343176185	34165	2556	486
F1019	2021-10-05 19:55:53	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_18.err	16739286	16577600	0.990340926130302	69075	10794	974
F1261	2021-10-05 19:56:12	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_190.err	9584626	2717664	0.283544084036247	3428117	1621	3743
F1262	2021-10-05 20:00:18	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_191.err	15991822	15856498	0.991537924821825	60544	6556	562
F1263	2021-10-05 19:56:36	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_192.err	9275132	9147272	0.986214751445047	60033	3532	365
F1264	2021-10-05 19:57:40	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_193.err	9878180	9775926	0.989648498002669	44994	5689	444
F1265	2021-10-05 19:56:43	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_194.err	10030244	9975500	0.994542106852037	23662	3330	380
F1266	2021-10-05 19:56:42	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_195.err	12472412	3515846	0.281889822112996	4470505	2341	5437
F1267	2021-10-05 19:58:18	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_196.err	17331730	4732922	0.273078452064508	6288600	3208	7596
F1268	2021-10-05 19:57:55	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_197.err	14719560	4246766	0.288511748992497	5230065	1963	4369
F1269	2021-10-05 19:58:25	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_198.err	11376682	11279338	0.991443550940424	42315	5934	423
F1270	2021-10-05 19:58:41	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_199.err	11860902	11775048	0.992761596040504	38467	4125	335
F1020	2021-10-05 19:53:27	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_19.err	18003748	17861162	0.992080204632946	61449	8214	1630
F1001	2021-10-05 19:54:35	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_1.err	13638954	13500456	0.989845408966113	59161	9208	880
F1271	2021-10-05 19:59:32	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_200.err	13799176	13660442	0.989946211281021	60477	8042	848
F1272	2021-10-05 20:00:24	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_201.err	15720764	15575926	0.990786834532978	63762	8037	620
F1275	2021-10-05 20:02:26	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_202.err	18286718	18178426	0.994078106306446	46963	6426	757
F1280	2021-10-05 20:01:25	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_203.err	15848454	15756716	0.994211548962441	38955	6281	633
F1284	2021-10-05 20:03:34	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_204.err	18620762	18496488	0.99332605185545	53763	7470	904
F1285	2021-10-05 20:00:59	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_205.err	15575992	15512664	0.995934255744353	25428	5810	426
F1287	2021-10-05 19:56:02	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_206.err	3916712	3896182	0.994758358541552	9202	985	78
F1288	2021-10-05 19:57:58	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_207.err	8660734	8577334	0.990370331198256	36638	4662	400
F1290	2021-10-05 20:06:10	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_208.err	22100610	21880958	0.990061269802055	99944	8410	1472
F1294	2021-10-05 20:05:25	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_209.err	23926794	23781148	0.993912849335352	61907	9859	1057
F1021	2021-10-05 19:55:47	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_20.err	23703352	22803210	0.962024695916426	431719	14395	3957
F1304	2021-10-05 19:57:54	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_210.err	8312132	8225044	0.989522784286871	36609	6499	436
F1305	2021-10-05 19:57:48	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_211.err	8771974	8703582	0.992203351263923	30368	3518	310
F1306	2021-10-05 19:58:41	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_212.err	9431524	9345720	0.990902424677072	36764	5732	406
F1307	2021-10-05 19:56:42	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_213.err	8031626	2315610	0.288311482631288	2849879	2362	5767
F1308	2021-10-05 19:57:32	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_214.err	7685494	7619436	0.991404846585008	28577	4093	359
F1309	2021-10-05 19:59:39	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_215.err	10855616	10762632	0.991434479627872	42364	3489	639
F1310	2021-10-05 19:57:59	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_216.err	10059690	2857296	0.28403419986103	3596651	1401	3145
F1311	2021-10-05 19:57:16	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_217.err	5578790	5527952	0.990887271254161	21440	3738	241
F1312	2021-10-05 19:56:18	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_218.err	5992620	1683042	0.280852448511669	2150930	1102	2757
F1313	2021-10-05 19:59:45	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_219.err	12259754	12193158	0.994567917105025	29017	3870	411
F1022	2021-10-05 19:54:06	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_21.err	13476136	13319826	0.988400977847062	67742	9345	1068
F1315	2021-10-05 19:57:48	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_220.err	8213144	8142054	0.991344362158998	31538	3628	379
F1316	2021-10-05 19:57:01	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_221.err	4818178	4777614	0.991581049932153	17763	2321	198
F1317	2021-10-05 19:57:06	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_222.err	4704502	4665706	0.99175343107517	16976	2239	183
F1318	2021-10-05 19:56:48	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_223.err	8015212	2344942	0.292561444413448	2830760	1365	3010
F1319	2021-10-05 19:57:11	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_224.err	6564534	1838136	0.280010127146877	2360487	800	1912
F1320	2021-10-05 19:57:09	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_225.err	5651790	5608412	0.992324909453465	19162	2349	178
F1322	2021-10-05 20:00:53	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_226.err	11300704	11225756	0.993367846817331	33481	3474	519
F1323	2021-10-05 20:00:16	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_227.err	9158196	9067804	0.990129933886543	41518	3084	594
F1324	2021-10-05 19:58:04	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_228.err	7193578	7153536	0.994433646232793	17124	2724	173
F1325	2021-10-05 19:59:39	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_229.err	10599246	10529518	0.993421418844322	30810	3735	319
F1023	2021-10-05 19:51:40	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_22.err	8929752	8834538	0.989337441846089	40975	6015	617
F1326	2021-10-05 19:57:51	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_230.err	5910720	5855160	0.990600129933409	23862	3670	248
F1327	2021-10-05 19:58:20	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_231.err	6666430	6598606	0.989826038824378	30271	3342	299
F1330	2021-10-05 20:00:56	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_232.err	14396068	14327652	0.995247591217268	29936	3947	325
F1331	2021-10-05 20:02:28	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_233.err	15507528	15356768	0.990278270011829	65538	9160	682
F1332	2021-10-05 19:59:23	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_234.err	9514162	9433992	0.991573614155403	35441	4286	358
F1333	2021-10-05 19:58:42	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_235.err	12142062	3432306	0.282679004603996	4347833	2082	4963
F1334	2021-10-05 20:07:24	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_236.err	21170252	20988640	0.991421358612075	74283	15250	1273
F1335	2021-10-05 20:02:50	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_237.err	12257694	12184458	0.994025303617467	27261	5703	3654
F1336	2021-10-05 20:00:51	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_238.err	8908222	8853646	0.993873524930115	24131	2862	295
F1337	2021-10-05 20:00:09	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_239.err	7817410	7779606	0.995164127249306	15269	3264	369
F1024	2021-10-05 19:50:24	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_23.err	6633576	6548270	0.987140269441399	37635	4425	593
F1339	2021-10-05 20:03:54	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_240.err	14414392	14315226	0.993120348052141	39527	6192	3864
F1340	2021-10-05 19:58:35	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_241.err	5022412	4992014	0.993947529593351	12769	2194	236
F1341	2021-10-05 20:04:00	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_242.err	13908124	13828390	0.994267091665274	33296	4625	1946
F1342	2021-10-05 20:01:42	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_243.err	14670384	14561332	0.992566520412826	43753	6714	4059
F1343	2021-10-05 20:00:55	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_244.err	9582174	9529354	0.994487680979285	22012	4005	393
F1344	2021-10-05 20:00:02	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_245.err	10478900	10417470	0.99413774346544	25149	5016	550
F1345	2021-10-05 20:01:15	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_246.err	10589138	10437050	0.985637357828371	71376	4163	505
F1346	2021-10-05 20:01:26	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_247.err	8983822	8882180	0.988686107093395	47620	2629	572
F1347	2021-10-05 20:01:55	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_248.err	11533504	11477556	0.995149089123305	22630	4894	450
F1348	2021-10-05 20:01:04	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_249.err	12445538	12380086	0.994740926426805	26743	5403	580
F1025	2021-10-05 19:51:53	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_24.err	9346752	9254760	0.990157864464576	39879	5613	504
F1349	2021-10-05 20:01:59	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_250.err	10399070	10342374	0.994547974001521	23475	4403	470
F1350	2021-10-05 20:01:22	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_251.err	10721688	10664650	0.994680128725999	23459	4574	486
F1351	2021-10-05 20:04:24	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_252.err	15806266	15713574	0.99413574338177	38880	6668	798
F1352	2021-10-05 20:01:12	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_253.err	10308892	10229036	0.992253677698825	35158	4047	723
